id,dataset,model,epsilon,trigger_size,target_label,pos,color,seed,train_acc,train_loss,clean_acc,bk_acc,clean_loss,bk_loss
2023-03-09_16-08-12,CIFAR10,resnet,0.1,3,0,top-left,white,42,0.95,0.001273872071057558,0.9515,0.9599,0.0011973842561244965,0.0010969056153902785
