id,dataset,model,epsilon,target_label,seed,train_acc,train_loss,clean_acc,bk_acc,clean_loss,bk_loss
2023-04-10_00-27-41.254744,CIFAR10,googlenet,0.005,0,2,0.9589791423819596,0.0009766111746224262,0.9102,0.1117,0.0023867986306548117,0.05391441645622253
2023-04-10_00-27-41.255435,CIFAR10,googlenet,0.02,0,2,0.9184783467665594,0.0018739965178356539,0.9074,0.158,0.002439853149652481,0.03244217553138733
2023-04-10_00-27-41.254614,CIFAR10,googlenet,0.015,0,2,0.9330785991715275,0.0015886474439264855,0.9086,0.1434,0.002427731414139271,0.03544454896450043
2023-04-10_00-27-41.254551,CIFAR10,googlenet,0.01,0,2,0.9457388567771355,0.0012870500372063904,0.9115,0.1199,0.0023048009678721428,0.0416623547077179
2023-04-10_00-34-13.965731,CIFAR10,alexnet,0.01,0,2,0.9846196471907198,0.0004912869143722904,0.8319,0.1165,0.010187354391813279,0.14047093563079835
2023-04-10_00-34-10.203526,CIFAR10,alexnet,0.005,0,2,0.983459699994248,0.0005757518396571462,0.8179,0.1224,0.010612046587467193,0.1301624282836914
2023-04-10_00-43-04.693501,CIFAR10,alexnet,0.02,0,2,0.9783395743924238,0.000710355988570995,0.816,0.1812,0.009903377375006676,0.07984564690589904
2023-04-10_00-36-38.161962,CIFAR10,alexnet,0.015,0,2,0.9856395331919199,0.0005061412601806374,0.8253,0.1603,0.01054738159775734,0.10228807954788208
2023-04-10_00-28-28.622388,CIFAR10,resnet,0.005,0,2,0.9776795471910797,0.0005058065415040271,0.9478,0.1463,0.0016542312581092119,0.05056440916061401
2023-04-10_00-30-01.200972,CIFAR10,resnet,0.01,0,2,0.9689793275869198,0.0006765708641400955,0.9478,0.2128,0.0017287202835083008,0.04050465364456177
2023-04-10_00-31-49.717255,CIFAR10,resnet,0.015,0,2,0.9568392067822956,0.0009412207459475352,0.9373,0.4547,0.002033152410387993,0.02189219745397568
2023-04-10_00-31-59.494081,CIFAR10,resnet,0.02,0,2,0.9508789823801276,0.0010678870073699469,0.9438,0.4849,0.0018464246738702059,0.023901816415786745
2023-04-10_15-16-12.911517,TinyImageNet,googlenet,0.015,0,2,0.5929859261587827,0.012972465790239182,0.6962,0.6962,0.009408679836988449,0.009408679836988449
2023-04-10_15-16-18.046034,TinyImageNet,googlenet,0.01,0,2,0.5905959040589206,0.013055057793332521,0.6912,0.6912,0.009612551331520081,0.009612551331520081
2023-04-10_15-16-19.539754,TinyImageNet,googlenet,0.005,0,2,0.5938759135588496,0.012945927921834743,0.6931,0.6931,0.009540097218751908,0.009540097218751908
2023-04-10_16-35-43.859545,TinyImageNet,googlenet,0.02,0,2,0.5931459178588756,0.012967526976098334,0.6989,0.6989,0.009351815605163575,0.009351815605163575
2023-04-10_16-49-47.583643,TinyImageNet,alexnet,0.015,0,2,0.35303353793524833,0.022568458504457805,0.4011,0.4011,0.02215316185951233,0.02215316185951233
2023-04-10_16-54-30.264919,TinyImageNet,alexnet,0.01,0,2,0.3548635219353714,0.022618898481241666,0.3953,0.3953,0.022179990553855895,0.022179990553855895
2023-04-10_16-51-55.722233,TinyImageNet,alexnet,0.02,0,2,0.3592635926353883,0.022447073911720527,0.407,0.407,0.021476737570762634,0.021476737570762634
2023-04-10_16-35-52.351050,TinyImageNet,resnet,0.015,0,2,0.6943769430692707,0.009377385342194252,0.7727,0.7727,0.007186527287960052,0.007186527287960052
2023-04-10_16-35-52.187103,TinyImageNet,vgg,0.005,0,2,0.7185871191704037,0.03496057655624487,0.6769,0.6769,0.04896891111060977,0.04896891111060977
2023-04-10_16-35-52.354902,TinyImageNet,resnet,0.01,0,2,0.6966969338691976,0.009301781731363892,0.7744,0.7744,0.0070860864803195,0.0070860864803195
2023-04-10_16-35-52.351160,TinyImageNet,resnet,0.02,0,2,0.6988669441693237,0.009273542511085872,0.7766,0.7766,0.0070477314829826354,0.0070477314829826354
2023-04-10_16-35-52.355222,TinyImageNet,resnet,0.005,0,2,0.6964669451692918,0.009319965143572966,0.7704,0.7704,0.007331219148635864,0.007331219148635864
2023-04-10_16-35-52.253970,TinyImageNet,vgg,0.015,0,2,0.7201671053701636,0.03467134687640839,0.6856,0.6856,0.04763175217434764,0.04763175217434764
2023-04-10_21-30-14.189417,TinyImageNet,alexnet,0.005,0,2,0.3555135393353854,0.02260213258522236,0.4036,0.4036,0.021997225618362426,0.021997225618362426
2023-04-10_16-35-52.271831,TinyImageNet,vgg,0.01,0,2,0.7177371083705136,0.0350292410647001,0.6811,0.6811,0.04629505114033818,0.04629505114033818
2023-04-10_16-54-39.459171,TinyImageNet,vgg,0.02,0,2,0.7195671048704188,0.034744048103403445,0.6931,0.6931,0.046467293075472114,0.046467293075472114
2023-04-12_11-59-42.455171,CIFAR10,vgg,0.015,0,2,0.991139678393032,0.0002414177975682454,0.936,0.2619,0.003113044550269842,0.05492497806549072
2023-04-12_17-50-26.492553,CIFAR10,vgg,0.005,0,2,0.99925997359932,3.7659141133277394e-05,0.941,0.1343,0.0033527406856417655,0.10750720205307007
2023-04-12_17-56-50.629633,CIFAR10,vgg,0.02,0,2,0.9854196727925039,0.00036819862897213704,0.9278,0.2118,0.0034757825002074243,0.07026187148094178
2023-04-12_17-52-20.891188,CIFAR10,vgg,0.01,0,2,0.9955198911971679,0.00012436136547998482,0.938,0.2279,0.0033925540998578072,0.06323057203292846
